Comment_Period,Method,EG_1,EG_DEC,Subcommittee,Component_Description,Episode_Theme_Description,Comment_No,Commenter_1_Organization,Comment_Excerpt,Comment_Excerpt_Summary,EG_TYPE
2016_04_supplemental_egs,A,Rheumatoid Arthritis,Rheumatoid Arthritis,Chronic Disease Management,Assigning Costs to the EG,Addition of assigned services,22,American Occupational Therapy Association,The Rheumatoid Arthritis episode includes the OT evaluation code (97003) but fails to include the OT reevaluation code (97004) for medically necessary reevaluations. The episode is missing key procedure codes that an occupational therapist would use with this patient population.,The Rheumatoid Arthritis episode includes the OT evaluation code (97003) but fails to include the OT reevaluation code (97004) for medically necessary reevaluations. The episode is missing key procedure codes that an occupational therapist would use with this patient population.,Chronic Condition
2016_04_supplemental_egs,A,Rheumatoid Arthritis,Rheumatoid Arthritis,Chronic Disease Management,Assigning Costs to the EG,Addition of assigned services,11,American Occupational Therapy Association,The Rheumatoid Arthritis episode includes the OT evaluation code (97003) but fails to include the OT reevaluation code (97004) for medically necessary reevaluations. The episode is missing key procedure codes that an occupational therapist would use with this patient population.,The Rheumatoid Arthritis episode includes the OT evaluation code (97003) but fails to include the OT reevaluation code (97004) for medically necessary reevaluations. The episode is missing key procedure codes that an occupational therapist would use with this patient population.,Chronic Condition
2016_04_supplemental_egs,A,Cardiac Catheterization,Right Heart Catheterization,Cardiovascular Disease Management,Assigning Costs to the EG,Additional clinical input needed,4,American College of Radiology,"Appropriateness of the time periods used for look back (identification tab):
Why 30 days look back?",Justification is needed for the 30 day look back period.,Procedural
2016_04_supplemental_egs,A,Cardiac Catheterization,Right Heart Catheterization,Cardiovascular Disease Management,Assigning Costs to the EG,Addition of assigned services,23,Phillips Healthcare,"Clinically relevant volcano technologies fractional flow reserve (CPT 93571 and 93572) , coronary intravascular ultrasound (CPT 37252 and 37253) not included","Volcano technologies fractional flow reserve (CPT 93571 and 93572), coronary intravascular ultrasound (CPT 37252 and 37253) are not included as assigned services in the CABG episode group.",Procedural
2016_04_supplemental_egs,A,Cardiac Catheterization,Right Heart Catheterization,Cardiovascular Disease Management,Assigning Costs to the EG,Addition of assigned services,10,American Society of Anesthesiologists,The following assigned service codes should be added to the episode group: 00410; 00524; 00530; 01920; 01922; 01924.,The following assigned service codes should be added to the episode group: 00410; 00524; 00530; 01920; 01922; 01924.,Procedural
2016_04_supplemental_egs,A,Cardiac Catheterization,Right Heart Catheterization,Cardiovascular Disease Management,Defining an EG,Removal of trigger codes,10,American Society of Anesthesiologists,[From excel workbook] The following codes should be removed from the episode group: 00532; 00560 (should use 01920).,The following trigger codes should be removed from the episode group: 00532 and 00560 (should use 01920).,Procedural
2016_12_macra_posting,,Right Heart Catheterization,Right Heart Catheterization,Cardiovascular Disease Management,Defining an EG,Justification for/against creating the episode group,68,American College of Cardiology,"The ACC recommends removing right and left heart catheterization from the list. Right heart catheterization and left heart catheterization are procedures that serve primarily as diagnostic tools and as a result are not intrinsically therapeutic. These episode group costs are dependent on the underlying medical conditions which may either be acute or chronic. For example, atrial septal defect, acute congestive heart failure (CHF), advanced diagnosis of shortness of breath, valve disease or pulmonary arterial hypertension could each lead to right heart catheterization. Each of these underlying diagnoses would likely be associated with highly variable outcomes and costs of care. It is the condition and underlying disease processes that will drive the costs of these episode groups not the procedure involved.","This episode group should be removed from the list of episode groups because it is a procedure that serves primarily as a diagnostic tool, and as a result, is not intrinsically therapeutic.  These episode group costs are dependent on the underlying medical conditions which may either be acute or chronic.  Each of these underlying diagnoses would likely be associated with highly variable outcomes and costs of care.  It is the condition and underlying disease processes that will drive the costs of these episode groups not the procedure involved.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,Additional clinical input needed,13,The American Congress of Obstetricians and Gynecologists,Mastectomy for breast cancer as a clinical episode group is too limited and should be changed to evaluation and management of abnormal mammography findings. Broadening the episode will allow more appropriate management of breast abnormalities detected on screening imaging and minimize incentives for physicians to perform unnecessary mastectomies or lumpectomies.,"This episode group is too limited and should be revised to evaluation and management of abnormal mammography findings, which will allow more appropriate management of breast abnormalities detected on screening imaging and will minimize incentives for physicians to perform unnecessary mastectomies or lumpectomies.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Attributing the EG,Considerations relevant for particular types of clinicians and clinical decision-making,13,The American Congress of Obstetricians and Gynecologists,"The episode group for mastectomy for breast cancer should be broadened to include the important work that obstetrician gynecologists (ob-gyns) undertake when screening and diagnosing breast cancer, as well as create an avenue to reward ob-gyns who avert unnecessary surgeries.","This episode group should be broadened to include the important work that obstetrician gynecologists (ob-gyns) undertake when screening and diagnosing breast cancer, as well as create an avenue to reward ob-gyns who avert unnecessary surgeries.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,Additional clinical input needed,27,American Society of Plastic Surgeons,"Not all patients with breast cancer undergo reconstructive care in the same year as their mastectomy. Assigning them to a care episode based on the diagnosis of breast cancer may not capture all resources expended to treat the patient. As such, we encourage the Agency to consider specialty input to design conditions that may need unique resource-use episodes.",Not all patients with breast cancer undergo reconstructive care in the same year as their mastectomy. Including these patients in an episode based on the diagnosis of breast cancer may not capture all of the resources expended to treat the patient. Specialty input needs to be considered in the design of unique resource-use episodes.,Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",57,"Oncology Hematology Care, Inc","Episodes should be split into meaningful sub-categories when either:
Single or groups of episode triggers predict a significant divergence in resource use and costs – such the currently specified sub-categories for Mastectomy for Breast Cancer: 1) modified radical mastectomy, 2) partial/lumpectomy and 3) simple mastectomy.
OR A non-trigger service or condition is likely to reveal meaningful clinical information not available in the trigger event data.  For example, the report notes that for cancer, treatment will depend greatly on the stage of illness, a data point not explicitly available in administrative claims data.   This could be partially solved for by adding a step for sub-category triggers based on diagnosis and treatment codes.  For example:
A secondary diagnosis of C79.51 – secondary malignant neoplasm of bone reveals a subcategory for mastectomy that would allow for more meaningful comparisons of cost and resource use.
The administration of chemotherapy or biologic therapy, such as J9355, or radiation therapy, is more likely to be indicative of the patients stage or risk of disease, rather than treatment variation.","Episodes should be split into clinically meaningful sub-categories when single or groups of episode triggers predict a significant divergence in resource use and costs, such as the currently specified sub-categories for Mastectomy for Breast Cancer: 1) modified radical mastectomy, 2) partial/lumpectomy,  3) simple mastectomy, or 4) the presence of metastatic disease.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",58,Association of Freestanding Radiation Oncology Centers (AFROC),"Under these circumstances, we believe that cancer care “episodes” should exhibit substantial granularity and should be differentiated based on whether radiation, chemotherapy, surgery, or a combination of these approaches is used:  Separate Episode Based Groups should be established for surgical, chemotherapeutic and radiation treatment approaches and these should be “layered” as necessary to reflect the patient’s course of treatment.","Cancer care episodes should exhibit substantial granularity and should be differentiated based on whether radiation, chemotherapy, surgery, or a combination of these approaches is used. Separate episode groups should be established for surgical, chemotherapeutic and radiation treatment approaches and these should be combined as necessary to reflect the patient’s course of treatment.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",58,Association of Freestanding Radiation Oncology Centers (AFROC),"Episode Based Groups also should distinguish between curative and palliative courses of treatment. Special attention should be paid to ensuring that risk adjustment methodologies include clinically relevant information (e.g. the stage of the cancer), which may not be reflected in claims data.","Episode groups should distinguish between curative and palliative courses of treatment. Special attention should be paid to ensuring that risk adjustment methodologies include clinically relevant information (e.g. the stage of the cancer), which may not be reflected in claims data.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",57,"Oncology Hematology Care, Inc","Episodes should be split into meaningful sub-categories when either:
Single or groups of episode triggers predict a significant divergence in resource use and costs – such the currently specified sub-categories for Mastectomy for Breast Cancer: 1) modified radical mastectomy, 2) partial/lumpectomy and 3) simple mastectomy.
OR A non-trigger service or condition is likely to reveal meaningful clinical information not available in the trigger event data.  For example, the report notes that for cancer, treatment will depend greatly on the stage of illness, a data point not explicitly available in administrative claims data.   This could be partially solved for by adding a step for sub-category triggers based on diagnosis and treatment codes.  For example:
A secondary diagnosis of C79.51 – secondary malignant neoplasm of bone reveals a subcategory for mastectomy that would allow for more meaningful comparisons of cost and resource use.
The administration of chemotherapy or biologic therapy, such as J9355, or radiation therapy, is more likely to be indicative of the patients stage or risk of disease, rather than treatment variation.","Episodes should be split into meaningful sub-categories when a non-trigger service or condition is likely to reveal meaningful clinical information not available in the trigger event data. For example, for cancer, treatment will depend greatly on the stage of illness, a data point not explicitly available in administrative claims data. This could be partially solved for by adding a step for sub-category triggers based on diagnosis and treatment codes. For example: A secondary diagnosis of C79.51 – secondary malignant neoplasm of bone reveals a subcategory for mastectomy that would allow for more meaningful comparisons of cost and resource use. The administration of chemotherapy or biologic therapy, such as J9355, or radiation therapy, is more likely to be indicative of the patients stage or risk of disease, rather than treatment variation.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",57,"Oncology Hematology Care, Inc","Potential subcategories may be revealed through data analysis showing bi-modal distribution of cost and resource use, and verified by clinical input.  Inclusion of sub-category triggers for mastectomy could lend to more meaningful groups, such as:
Mastectomy in metastatic breast cancer
Modified radical mastectomy, with chemotherapy/radiation therapy
Modified radical mastectomy, without chemotherapy/radiation therapy
Simple or partial mastectomy, with chemotherapy/radiation therapy
Simple or partial mastectomy, without chemotherapy/radiation therapy","Potential subcategories may be revealed through data analysis showing bi-modal distribution of cost and resource use, and verified by clinical input. Inclusion of sub-category triggers for mastectomy could lend to more meaningful groups such as: Mastectomy in metastatic breast cancer; Modified radical mastectomy, with chemotherapy/radiation therapy; Modified radical mastectomy, without chemotherapy/radiation therapy; Simple or partial mastectomy, with chemotherapy/radiation therapy; Simple or partial mastectomy, without chemotherapy/radiation therapy.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Other,Other,58,Association of Freestanding Radiation Oncology Centers (AFROC),"The complexity of this exercise cannot be overestimated.  For this reason, we believe that it may be premature to institute any resource measurement under MIPS based on surgical cancer-related Episode Based Groups at this time (i.e. Prostatectomy and Mastectomy).  It is unclear to us whether singling out surgical approaches to cancer treatment for resource measurement under MIPS will incentivize or disincentivize surgery over other available treatment options, but we believe that either would be inappropriate.","It may be premature to institute any resource measurement under MIPS based on surgical cancer-related episode groups at this time (i.e. Prostatectomy and Mastectomy).  It is unclear whether singling out surgical approaches to cancer treatment for resource measurement under MIPS will incentivize or disincentivize surgery over other available treatment options, but either might be inappropriate.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Other,Other,13,The American Congress of Obstetricians and Gynecologists,Use multiple payers’ data in the development of the evaluation and management of abnormal mammography episode group.,Multiple payers’ data should be used in the development of the evaluation and management of this episode group.,Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,Addition of trigger codes,13,The American Congress of Obstetricians and Gynecologists,The trigger for this episode should be based on radiologic procedure and appropriate diagnosis code for abnormal results.,The trigger for this episode group should be based on radiologic procedures and appropriate diagnosis codes for abnormal results.,Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",13,The American Congress of Obstetricians and Gynecologists,"ACOG believes that there should be different tracks within the evaluation and management of the abnormal mammography findings episode related to the most appropriate evaluation and management whether that is additional imaging, stereotactic biopsy, or surgery. Designing tracks to manage abnormal breast imaging within the overarching episode group will ensure that ob-gyns and other physician specialists are not deterred from coordinating care and facilitating the most appropriate intervention.","There should be different tracks within the evaluation and management of the abnormal mammography findings episode related to the most appropriate evaluation and management whether that is additional imaging, stereotactic biopsy, or surgery. Designing tracks to manage abnormal breast imaging within the overarching episode group will ensure that ob-gyns and other physician specialists are not deterred from coordinating care and facilitating the most appropriate intervention.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,Additional clinical input needed,13,The American Congress of Obstetricians and Gynecologists,It is imperative that practicing ob-gyns are given opportunities throughout the development of this and other episode groups to provide input to ensure clinical appropriateness and financial sustainability.,It is imperative that practicing ob-gyns are given opportunities throughout the development of the Mastectomy and other episode groups to provide input to ensure clinical appropriateness and financial sustainability.,Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Assigning Costs to the EG,Increase length of episode window,15,American College of Radiology,"Appropriateness of the time periods used for look 
To capture the initial diagnostic imaging 30 days look back may be too short, 90 days is likely better. 
To capture chemotherapy and/or radiation, a 90 day look forward is definitely too short.","The lookback period for diagnostic imaging should be extended from 30 days to 90 days. Additionally, a 90 day look forward period will be too short and should be extended to capture chemotherapy services.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Assigning Costs to the EG,Addition of assigned services,15,American College of Radiology,"Included services (CPT codes) appropriate 
· Update the breast ultrasound code (76641 and 76642). 
· Add all the breast biopsy codes including the needle location codes. 
· Should radiation therapy codes be added? 
· Expand the drugs HCPCS codes. 
· Unilateral breast MR code (77058) should be added.",The following CPT codes should be added or updated in the episode group: Update the breast ultrasound code (76641 and 76642); add all the breast biopsy codes including the needle location codes; should radiation therapy codes be added?; expand the drugs HCPCS codes; unilateral breast MR code (77058) should be added.,Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Risk adj.,Additional clinical input needed,15,American College of Radiology,"Associated conditions which may complicate the care of these patients:
Diabetes or other comorbidities are always complicating factors for surgery",Diabetes or other comorbidities might complicate this episode group.,Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Attributing the EG,Considerations relevant for particular types of clinicians and clinical decision-making,57,"Oncology Hematology Care, Inc","One potential solution, specific to episode groups, would be to assign meaningful specialists to each episode, based on data patterns and clinical sense. For example, with Mastectomy for Breast Cancer, attribution of the episode could be made to all of the following:
Surgical specialist with the plurality of services.
Medical Oncology, Hematology, or Hematology/Oncology specialist with the plurality of services.
Radiation Oncology specialist with the plurality of services.
Primary care physician with the plurality of services.","One potential solution for attribution, specific to episode groups, would be to assign meaningful specialists to each episode, based on data patterns and clinical sense. For example, with Mastectomy for Breast Cancer, attribution of the episode could be made to all of the following: Surgical specialist with the plurality of services; Medical Oncology, Hematology, or Hematology/Oncology specialist with the plurality of services; Radiation Oncology specialist with the plurality of services; Primary care physician with the plurality of services.",Procedural
2016_04_supplemental_egs,A,Mastectomy For Breast Cancer,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Assigning Costs to the EG,Addition of assigned services,4,American College of Radiology,"Update the breast ultrasound code (76641 and 76642). 
Update and include all of the breast biopsy and needle localization codes, including all imaging guidance modalities. 
Unilateral breast MR code (77058) should be added. 
Mammography codes should be added. 
Breast tomosynthesis codes should be added.","The breast ultrasound code (76641 and 76642) should be updated. All of the breast biopsy and needle localization codes, including all imaging guidance modalities should be updated and included. The unilateral breast MR code (77058) should be added. Mammography codes should be added. Breast tomosynthesis codes should be added.",Procedural
2016_12_macra_posting,,Simple Or Modified Radical Mastectomy,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",39,American Society for Blood and Marrow Transplantation,"Simple and Modified Radical Mastectomy: Simple mastectomies are often done for prophylaxis or where there is only Stage 1 disease, whereas modified radical mastectomies are done where local disease is more extensive. Complications and post-operative pain, and corresponding treatment, are different for both procedures.","For Simple and Modified Radical Mastectomy, Simple mastectomies are often done for prophylaxis or where there is only Stage 1 disease, whereas modified radical mastectomies are done where local disease is more extensive. Complications and post-operative pain, and corresponding treatment, are different for both procedures.",Procedural
2016_12_macra_posting,,Simple Or Modified Radical Mastectomy,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,Justification for/against creating the episode group,62,American Society of Clinical Oncology,"There are only two proposed episodes that may or may not involve patients receiving medical oncology services (the mastectomy episode and the prostate cancer treatment episode), and these episodes are unlikely to provide an accurate evaluation of the value provided by medical oncologists. These two episodes are related to surgical procedures rather than management of active and ongoing cancer treatment by a medical oncologist.",This episode group is unlikely to provide an accurate evaluation of the value provided by medical oncologists as it is related to surgical procedures rather than the management of active and ongoing cancer treatment by a medical oncologist.,Procedural
2016_12_macra_posting,,Simple Or Modified Radical Mastectomy,Simple Or Modified Radical Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",64,--,"• Simple and Modified Radical Mastectomy: Simple mastectomies are often done for prophylaxis or where there is only Stage 1 disease, whereas modified radical mastectomies are done where local disease is more extensive. Complications and postoperative pain, and corresponding treatment, are different for both procedures.","Simple mastectomies are often done for prophylaxis or where there is only Stage 1 disease, whereas modified radical mastectomies are done where local disease is more extensive. Complications and postoperative pain, and corresponding treatment, are different for both procedures.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,Additional clinical input needed,13,The American Congress of Obstetricians and Gynecologists,Mastectomy for breast cancer as a clinical episode group is too limited and should be changed to evaluation and management of abnormal mammography findings. Broadening the episode will allow more appropriate management of breast abnormalities detected on screening imaging and minimize incentives for physicians to perform unnecessary mastectomies or lumpectomies.,"This episode group is too limited and should be revised to evaluation and management of abnormal mammography findings, which will allow more appropriate management of breast abnormalities detected on screening imaging and will minimize incentives for physicians to perform unnecessary mastectomies or lumpectomies.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",57,"Oncology Hematology Care, Inc","Episodes should be split into meaningful sub-categories when either:
Single or groups of episode triggers predict a significant divergence in resource use and costs – such the currently specified sub-categories for Mastectomy for Breast Cancer: 1) modified radical mastectomy, 2) partial/lumpectomy and 3) simple mastectomy.
OR A non-trigger service or condition is likely to reveal meaningful clinical information not available in the trigger event data.  For example, the report notes that for cancer, treatment will depend greatly on the stage of illness, a data point not explicitly available in administrative claims data.   This could be partially solved for by adding a step for sub-category triggers based on diagnosis and treatment codes.  For example:
A secondary diagnosis of C79.51 – secondary malignant neoplasm of bone reveals a subcategory for mastectomy that would allow for more meaningful comparisons of cost and resource use.
The administration of chemotherapy or biologic therapy, such as J9355, or radiation therapy, is more likely to be indicative of the patients stage or risk of disease, rather than treatment variation.","Episodes should be split into meaningful sub-categories when a non-trigger service or condition is likely to reveal meaningful clinical information not available in the trigger event data. For example, for cancer, treatment will depend greatly on the stage of illness, a data point not explicitly available in administrative claims data. This could be partially solved for by adding a step for sub-category triggers based on diagnosis and treatment codes. For example: A secondary diagnosis of C79.51 – secondary malignant neoplasm of bone reveals a subcategory for mastectomy that would allow for more meaningful comparisons of cost and resource use. The administration of chemotherapy or biologic therapy, such as J9355, or radiation therapy, is more likely to be indicative of the patients stage or risk of disease, rather than treatment variation.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Assigning Costs to the EG,Increase length of episode window,15,American College of Radiology,"Appropriateness of the time periods used for look 
To capture the initial diagnostic imaging 30 days look back may be too short, 90 days is likely better. 
To capture chemotherapy and/or radiation, a 90 day look forward is definitely too short.","The lookback period for diagnostic imaging should be extended from 30 days to 90 days. Additionally, a 90 day look forward period will be too short and should be extended to capture chemotherapy services.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",57,"Oncology Hematology Care, Inc","Potential subcategories may be revealed through data analysis showing bi-modal distribution of cost and resource use, and verified by clinical input.  Inclusion of sub-category triggers for mastectomy could lend to more meaningful groups, such as:
Mastectomy in metastatic breast cancer
Modified radical mastectomy, with chemotherapy/radiation therapy
Modified radical mastectomy, without chemotherapy/radiation therapy
Simple or partial mastectomy, with chemotherapy/radiation therapy
Simple or partial mastectomy, without chemotherapy/radiation therapy","Potential subcategories may be revealed through data analysis showing bi-modal distribution of cost and resource use, and verified by clinical input. Inclusion of sub-category triggers for mastectomy could lend to more meaningful groups such as: Mastectomy in metastatic breast cancer; Modified radical mastectomy, with chemotherapy/radiation therapy; Modified radical mastectomy, without chemotherapy/radiation therapy; Simple or partial mastectomy, with chemotherapy/radiation therapy; Simple or partial mastectomy, without chemotherapy/radiation therapy.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Other,Other,13,The American Congress of Obstetricians and Gynecologists,Use multiple payers’ data in the development of the evaluation and management of abnormal mammography episode group.,Multiple payers’ data should be used in the development of the evaluation and management of this episode group.,Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Attributing the EG,Considerations relevant for particular types of clinicians and clinical decision-making,57,"Oncology Hematology Care, Inc","One potential solution, specific to episode groups, would be to assign meaningful specialists to each episode, based on data patterns and clinical sense. For example, with Mastectomy for Breast Cancer, attribution of the episode could be made to all of the following:
Surgical specialist with the plurality of services.
Medical Oncology, Hematology, or Hematology/Oncology specialist with the plurality of services.
Radiation Oncology specialist with the plurality of services.
Primary care physician with the plurality of services.","One potential solution for attribution, specific to episode groups, would be to assign meaningful specialists to each episode, based on data patterns and clinical sense. For example, with Mastectomy for Breast Cancer, attribution of the episode could be made to all of the following: Surgical specialist with the plurality of services; Medical Oncology, Hematology, or Hematology/Oncology specialist with the plurality of services; Radiation Oncology specialist with the plurality of services; Primary care physician with the plurality of services.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",13,The American Congress of Obstetricians and Gynecologists,"ACOG believes that there should be different tracks within the evaluation and management of the abnormal mammography findings episode related to the most appropriate evaluation and management whether that is additional imaging, stereotactic biopsy, or surgery. Designing tracks to manage abnormal breast imaging within the overarching episode group will ensure that ob-gyns and other physician specialists are not deterred from coordinating care and facilitating the most appropriate intervention.","There should be different tracks within the evaluation and management of the abnormal mammography findings episode related to the most appropriate evaluation and management whether that is additional imaging, stereotactic biopsy, or surgery. Designing tracks to manage abnormal breast imaging within the overarching episode group will ensure that ob-gyns and other physician specialists are not deterred from coordinating care and facilitating the most appropriate intervention.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,Additional clinical input needed,13,The American Congress of Obstetricians and Gynecologists,It is imperative that practicing ob-gyns are given opportunities throughout the development of this and other episode groups to provide input to ensure clinical appropriateness and financial sustainability.,It is imperative that practicing ob-gyns are given opportunities throughout the development of the Mastectomy and other episode groups to provide input to ensure clinical appropriateness and financial sustainability.,Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Other,Other,58,Association of Freestanding Radiation Oncology Centers (AFROC),"The complexity of this exercise cannot be overestimated.  For this reason, we believe that it may be premature to institute any resource measurement under MIPS based on surgical cancer-related Episode Based Groups at this time (i.e. Prostatectomy and Mastectomy).  It is unclear to us whether singling out surgical approaches to cancer treatment for resource measurement under MIPS will incentivize or disincentivize surgery over other available treatment options, but we believe that either would be inappropriate.","It may be premature to institute any resource measurement under MIPS based on surgical cancer-related episode groups at this time (i.e. Prostatectomy and Mastectomy).  It is unclear whether singling out surgical approaches to cancer treatment for resource measurement under MIPS will incentivize or disincentivize surgery over other available treatment options, but either might be inappropriate.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",58,Association of Freestanding Radiation Oncology Centers (AFROC),"Episode Based Groups also should distinguish between curative and palliative courses of treatment. Special attention should be paid to ensuring that risk adjustment methodologies include clinically relevant information (e.g. the stage of the cancer), which may not be reflected in claims data.","Episode groups should distinguish between curative and palliative courses of treatment. Special attention should be paid to ensuring that risk adjustment methodologies include clinically relevant information (e.g. the stage of the cancer), which may not be reflected in claims data.",Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Assigning Costs to the EG,Addition of assigned services,15,American College of Radiology,"Included services (CPT codes) appropriate 
· Update the breast ultrasound code (76641 and 76642). 
· Add all the breast biopsy codes including the needle location codes. 
· Should radiation therapy codes be added? 
· Expand the drugs HCPCS codes. 
· Unilateral breast MR code (77058) should be added.",The following CPT codes should be added or updated in the episode group: Update the breast ultrasound code (76641 and 76642); add all the breast biopsy codes including the needle location codes; should radiation therapy codes be added?; expand the drugs HCPCS codes; unilateral breast MR code (77058) should be added.,Procedural
2015_10_cms_episode_groups,A,Mastectomy for Breast Cancer,Subcutaneous Mastectomy,Oncologic Disease Management - Medical and Surgical,Defining an EG,"Splitting episode groups (e.g., sub-groups)",58,Association of Freestanding Radiation Oncology Centers (AFROC),"Under these circumstances, we believe that cancer care “episodes” should exhibit substantial granularity and should be differentiated based on whether radiation, chemotherapy, surgery, or a combination of these approaches is used:  Separate Episode Based Groups should be established for surgical, chemotherapeutic and radiation treatment approaches and these should be “layered” as necessary to reflect the patient’s course of treatment.","Cancer care episodes should exhibit substantial granularity and should be differentiated based on whether radiation, chemotherapy, surgery, or a combination of these approaches is used. Separate episode groups should be established for surgical, chemotherapeutic and radiation treatment approaches and these should be combined as necessary to reflect the patient’s course of treatment.",Procedural
